id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7615810,A room for Two Like Home,7440258,Luis,Lisboa,Estrela,38.708492,-9.156131,Private room,42,1,124,2022-11-29,1.38,9,317,47,17534/AL
7619887,Cozy apartment in Martim Moniz,39965292,Matteo,Lisboa,Santa Maria Maior,38.716942,-9.134508,Entire home/apt,82,2,155,2022-12-09,1.76,1,6,30,29732/AL
7814416,Principe Real. Triplex with garage.,482784,Ana,Lisboa,Misericrdia,38.71506,-9.15326,Entire home/apt,166,3,18,2020-03-11,0.20,2,319,0,31130/AL
7625737,Graca Sea view apartment,7988090,Amit,Lisboa,So Vicente,38.71683,-9.12827,Entire home/apt,80,14,14,2018-11-11,0.16,1,51,0,
7819312,Amazing Flat in Lisboa City Center,28734105,João Miguel,Lisboa,Santa Maria Maior,38.71611,-9.13665,Entire home/apt,136,3,141,2019-12-09,1.58,1,319,0,27842/al
7820750,Amoraria Home in Heart of Lisboa + Bikes,2478689,Lara,Lisboa,Santa Maria Maior,38.71794,-9.13474,Entire home/apt,63,3,195,2022-06-26,2.18,2,268,3,82075/AL
8028682,"BRIGHT WITH A GREAT VIEW, IN GRAÇA",42391198,Anabela,Lisboa,So Vicente,38.71931,-9.13241,Entire home/apt,94,3,198,2022-11-27,2.26,1,265,31,41762/AL
8040116,T1 in the center of Lisbon-Chiado,23184589,Tiago,Lisboa,Santa Maria Maior,38.7122,-9.13971,Entire home/apt,85,2,85,2022-12-11,0.96,7,55,25,18958/AL
7626807,Apartment Rua Sol à Santa Catarina,40008096,Apartamentos,Lisboa,Misericrdia,38.70959,-9.15011,Entire home/apt,60,7,300,2022-09-02,3.35,2,107,5,19045/AL
8041675,T3 in the center of Lisbon-Chiado,23184589,Tiago,Lisboa,Santa Maria Maior,38.71217,-9.13969,Entire home/apt,198,3,59,2022-11-17,0.67,7,38,14,18958/AL
8041989,Typical flat in the heart of Lisboa,42468178,Anna,Lisboa,Santo Antnio,38.72143,-9.14436,Entire home/apt,83,2,295,2022-12-01,3.32,3,99,61,0000000
8044338,Old Town Modern Flat with Terrace in Sunny Lisbon,42479445,Joana,Lisboa,Misericrdia,38.714149,-9.15049,Entire home/apt,113,2,228,2022-12-12,2.66,9,305,45,60024/AL
7821654,lemon tree house - terrace - free mobile internet,41180608,Lourenço & Ana,Lisboa,Arroios,38.718,-9.13972,Entire home/apt,52,3,310,2022-11-27,3.47,3,212,41,19119/AL
7640869,V Dinastia Guest House 1,16521620,Miguel,Lisboa,Campo de Ourique,38.7203,-9.15882,Hotel room,100,1,11,2022-06-19,0.12,5,0,2,
7641023,V Dinastia Guest House 3,16521620,Miguel,Lisboa,Campo de Ourique,38.71978,-9.16023,Hotel room,100,1,24,2022-08-25,0.27,5,340,3,
7829874,Renovated 1 bedroom in Alfama,30056520,Sonya And Katy,Lisboa,So Vicente,38.71288,-9.12932,Entire home/apt,64,4,138,2022-11-28,1.55,3,98,33,26757/AL
7831221,Typical apartment in central Graça,15740250,Ingemar,Lisboa,So Vicente,38.71734,-9.12864,Entire home/apt,104,2,183,2022-11-06,2.12,1,309,7,21398/AL
7837154,FLH Santa Catarina´s Jewel over Tagus,3953109,Feels Like Home,Lisboa,Misericrdia,38.70997,-9.14719,Entire home/apt,62,1,74,2022-08-27,0.83,313,0,11,
7643970,Beach Apartment - Jose Mota,19460623,Jose Alexandre,Cascais,Cascais e Estoril,38.70023,-9.38878,Entire home/apt,49,3,165,2022-11-26,1.84,5,330,41,22283/AL
7644345,Casa das Hortênsias - Ecogreen Guesthouse - Suite,28555906,Isabel & Alberto,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81613,-9.40513,Private room,64,1,28,2022-11-14,0.31,7,235,9,18516/AL
7848639,Central and charming 3bedroom apartment in Castelo,39044678,Maria Rita,Lisboa,Santa Maria Maior,38.71098,-9.13391,Entire home/apt,120,4,195,2022-12-13,2.20,2,66,19,17890/AL
8046119,Super Studio Guest House,13275877,Joao,Lisboa,Arroios,38.72483,-9.13736,Entire home/apt,56,1,231,2022-11-20,2.61,1,157,31,
7647004,Casas da Biquinha - Cabo da Roca,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.7963,-9.3919,Entire home/apt,83,2,43,2022-08-15,0.50,16,323,3,36888AL
7657641,Fantastic Central apartment,3634413,Birds,Lisboa,Arroios,38.72249,-9.1374,Entire home/apt,104,2,239,2022-11-29,2.67,14,1,61,26250/AL
7660761,"Casa de S. Pedro B
Praia da Areia Branca",37070172,Carlos,Lourinh,Lourinh e Atalaia,39.26752,-9.33063,Entire home/apt,90,7,21,2022-09-16,0.27,2,46,5,75458/AL
8061576,Sunny Apartment in Town with Terrace,118241230,Antonio E Carol,Lisboa,Santo Antnio,38.7211,-9.14302,Entire home/apt,100,1,312,2022-11-13,3.57,17,350,57,86236/AL
8072121,Room Downtown Pessoa - Douradores,42638083,José,Lisboa,Santa Maria Maior,38.7122,-9.13608,Private room,49,3,451,2022-11-30,5.22,3,310,53,55797/AL
7849782,Cosy apartment with sea-view near beach,8521106,Claudia,Cascais,Cascais e Estoril,38.7023,-9.38903,Entire home/apt,57,3,65,2022-12-10,0.73,1,103,16,102329/AL
7663684,Alfama View Duplex,40228423,Manoel Carlos,Lisboa,Santa Maria Maior,38.71198,-9.12969,Entire home/apt,57,3,141,2022-11-14,1.72,1,185,37,52278/AL
7856509,Amazing views to St. Jorge Castel,6853192,Hi,Lisboa,Santa Maria Maior,38.71769,-9.13437,Entire home/apt,98,7,54,2022-07-31,0.61,4,162,1,
7857433,Windmill near Ericeira beach area,41094858,Bruno Miguel,Mafra,Mafra,38.95733,-9.37971,Entire home/apt,75,2,89,2019-08-23,1.00,1,269,0,49921/AL
8072267,Room Downtown Maria - Douradores,42638083,José,Lisboa,Santa Maria Maior,38.71433,-9.13722,Private room,50,3,419,2022-11-26,4.83,3,340,48,55797/AL
7670929,2bdr sunny apt heart of Lisbon w/ elevator and AC,8048828,Ana & Bruno,Lisboa,Santa Maria Maior,38.713459,-9.136458,Entire home/apt,105,2,229,2022-11-23,2.57,3,64,48,20041/AL
8078523,Guincho Cottage with stunning Ocean views,20592706,My Friends Houses,Cascais,Cascais e Estoril,38.73594,-9.45534,Entire home/apt,125,4,6,2022-10-10,0.08,3,251,2,60881/AL
7858295,"LISBOA,MARTIM MONIZ 19- Fte, Downtown",24627664,Detailevel,Lisboa,Santa Maria Maior,38.71509,-9.13555,Entire home/apt,45,2,58,2022-08-31,0.65,7,138,10,27271/AL
7677984,Casa das Escadinhas - no Centro Histórico da Vila,40318474,Eliana,Mafra,Ericeira,38.965343,-9.417367,Entire home/apt,156,5,28,2022-10-09,0.32,1,259,8,DS0006-Alojamento Local
7858440,Pombaline Architecture Victorian Period,34502013,Margarida,Lisboa,Arroios,38.7304,-9.13556,Entire home/apt,75,2,27,2019-08-15,0.36,1,0,0,32583/AL
8081971,Lapa Chic Apartment,8853395,Beathome,Lisboa,Estrela,38.70836,-9.16173,Entire home/apt,122,1,20,2022-11-13,0.23,7,336,9,19398/AL
7678193,Chão Loureiro apartment Baixa-Castle,21173559,Cristina & Horácio,Lisboa,Santa Maria Maior,38.71177,-9.13383,Entire home/apt,70,3,120,2022-11-27,1.35,2,170,19,17999/AL
8088928,Acolhedor Apartamento em Alfama,42713979,"Beourguest - Alojamento Turistico,",Lisboa,Santa Maria Maior,38.70956,-9.12933,Entire home/apt,53,2,64,2022-11-21,0.72,2,222,8,19469/AL
8094751,Cosy Apartment With View Near Belém,42524269,Rita & Orlando,Lisboa,Ajuda,38.70187,-9.19367,Entire home/apt,80,3,33,2022-11-15,0.42,1,89,2,199263-41030/2016
7864004,Luminous Cibele: Five-Bedroom Deluxe Apartment,41445904,Patio 25,Lisboa,Santa Maria Maior,38.70951,-9.133,Entire home/apt,590,1,186,2022-12-11,2.14,4,248,27,3880/ AL
7864774,Combro A: Three-Bedroom Apartment with Pátio,41445904,Patio 25,Lisboa,Misericrdia,38.71061,-9.14808,Entire home/apt,261,1,53,2020-03-04,0.61,4,320,0,3885/AL
7682586,British House,29497129,Ericeira,Mafra,Ericeira,38.96764,-9.40229,Entire home/apt,150,4,27,2022-07-23,0.30,3,122,1,
7865136,Combro B: Three-Bedroom Apartment with Terrace,41445904,Patio 25,Lisboa,Misericrdia,38.71214,-9.14656,Entire home/apt,261,1,70,2022-11-03,0.83,4,234,2,258/POL/2013
7868689,Casas da Joaninha - Magoito beach,41469978,Pompeu,Sintra,So Joo das Lampas e Terrugem,38.87389,-9.42596,Entire home/apt,53,5,19,2019-04-23,0.21,2,0,0,18383/AL
8096677,Explore o Centro Histórico num Apartamento com Pátio e Jardim privado.,9058387,António,Lisboa,Santa Maria Maior,38.71787,-9.13418,Entire home/apt,99,2,190,2022-11-20,3.08,6,339,40,84602/AL
8096719,Bright apt with patio in city center!,9058387,António,Lisboa,Santa Maria Maior,38.71773,-9.13411,Entire home/apt,89,2,215,2022-11-14,3.21,6,337,44,84530/AL
7688764,"Discover Alfama From an Airy, Elegant Apartment",264900,Cristina,Lisboa,Santa Maria Maior,38.7128,-9.12552,Entire home/apt,77,5,263,2022-11-29,2.94,2,106,34,17448/AL
8096735,Sunny aptm w/ mezzanine! Walk everywhere!,9058387,António,Lisboa,Santa Maria Maior,38.717724,-9.134192,Entire home/apt,68,2,215,2022-11-25,3.03,6,335,52,84643/AL
8096741,Explore the Heart of the City from a Sunny Loft,9058387,António,Lisboa,Santa Maria Maior,38.717724,-9.134192,Entire home/apt,60,2,224,2022-12-02,3.15,6,336,39,39776/AL
7689565,"Chiado Apt - sleeps 6, near Cais do Sodré",25391913,Portugal Portfolio,Lisboa,Misericrdia,38.708027,-9.143429,Entire home/apt,213,3,140,2022-12-10,1.57,42,329,20,23360/AL
7885990,"LISBOA,MARTIM MONIZ 19 - D, Downtown",24627664,Detailevel,Lisboa,Santa Maria Maior,38.71507,-9.13552,Entire home/apt,35,2,81,2022-05-01,0.91,7,219,11,27268/AL
7886243,"LISBOA,MARTIM MONIZ 19- E,Downtown",24627664,Detailevel,Lisboa,Santa Maria Maior,38.71506,-9.13553,Entire home/apt,50,2,67,2021-09-26,0.76,7,0,0,27250/AL
7691042,Charm & Tradition  Downtown,40392127,InLx,Lisboa,Santa Maria Maior,38.71501,-9.13579,Entire home/apt,91,3,139,2022-11-11,1.68,1,345,33,24123/AL
7892815,"Charming luxery, top location.",17782450,Rolf,Lisboa,Misericrdia,38.70951,-9.14414,Entire home/apt,93,2,275,2022-12-11,3.25,1,327,71,72328/AL
8097865,Charming apart+excellent price@LX,1236063,Theo,Odivelas,Odivelas,38.79412,-9.18056,Entire home/apt,40,1,11,2017-04-15,0.12,1,0,0,
8098869,StreetSmart Room 1,2436137,Rosa,Lisboa,Campolide,38.73736,-9.16458,Private room,22,23,20,2022-11-25,0.26,2,108,4,
7699124,A Room Like home (1),7440258,Luis,Lisboa,Estrela,38.708492,-9.156147,Private room,28,1,133,2022-11-24,1.49,9,286,21,17534/AL
8111430,Amazing top floor apartment with views in Alfama,42830297,Antonio,Lisboa,Santa Maria Maior,38.70776,-9.13176,Entire home/apt,151,3,212,2022-11-25,2.59,1,175,48,59394/AL
7699545,a room Like Home (3),7440258,Luis,Lisboa,Estrela,38.708488,-9.156158,Private room,28,1,123,2022-12-06,1.37,9,269,50,17534/AL
7895166,Charm in the heart of Lisbon,18432042,Regina,Lisboa,Santo Antnio,38.7211,-9.14496,Entire home/apt,52,3,84,2020-01-04,0.94,1,0,0,
7699659,a room Like Home (5),7440258,Luis,Lisboa,Estrela,38.708458,-9.156185,Private room,28,1,126,2022-12-01,1.41,9,263,59,17534/AL
7899138,3BR Castelo // Alfama - city view,9927793,Inês,Lisboa,Santa Maria Maior,38.71609,-9.13484,Entire home/apt,150,4,74,2022-11-05,0.91,1,350,12,37412/AL
8124119,Beach Apartment - Noemia Rodrigues,19460623,Jose Alexandre,Cascais,Cascais e Estoril,38.70021,-9.38902,Entire home/apt,49,3,163,2022-11-28,1.84,5,340,35,22284/AL
7707368,Sunny Single Room w/ Table & Closet,5151549,Sandro,Lisboa,Arroios,38.73462,-9.13929,Private room,22,5,77,2020-11-01,0.86,2,0,0,
8149801,Olival 178 Tagus View,43027894,Miguel,Lisboa,Estrela,38.70476,-9.16329,Entire home/apt,134,3,29,2022-09-11,0.42,2,327,8,42972/AL
7708307,Casa das Hortênsias - Ecogreen Guesthouse - Room 2,28555906,Isabel & Alberto,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81788,-9.40356,Private room,59,1,41,2022-07-17,0.46,7,202,10,18516/AL
7899929,Renovated: Blue Tram House (Bica/Bairro Alto),1208572,Felipe,Lisboa,Misericrdia,38.70891,-9.14609,Entire home/apt,57,1,111,2022-11-04,1.25,23,348,11,45813/AL
7709126,Atlantic View Ericeira,40498066,Maria,Mafra,Ericeira,38.96964,-9.41548,Entire home/apt,59,7,33,2020-01-02,0.37,1,0,0,31350/AL
7911732,NEW Amazing apartment & location 3,4189583,Cheese & Wine,Lisboa,Santa Maria Maior,38.71129,-9.13096,Entire home/apt,120,1,177,2022-09-12,1.99,11,318,29,20908/AL
7912422,Room/en suite attic near the beach,38463554,Maria De Lurdes/Miguel Rosa,Cascais,Carcavelos e Parede,38.69233,-9.33414,Private room,22,2,80,2022-01-28,1.08,1,0,1,
7912896,Cozy with fabulous River View,2083563,Manuel,Lisboa,Ajuda,38.70428,-9.19763,Entire home/apt,192,1,0,,,3,59,0,
7912941,Lisbonera Guesthouse - Alfama Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73222,-9.15027,Private room,45,1,90,2022-11-24,1.02,7,292,32,19251/AL
8149953,Vita Portucale | Downtown Premium with Garage,401185083,Vita Portucale,Lisboa,Santa Maria Maior,38.716091,-9.137196,Entire home/apt,74,3,75,2022-12-03,0.85,12,263,23,67111/AL
7709378,Cosy Room & Terrace,40498681,Ana,Lisboa,Penha de Frana,38.72912,-9.13103,Private room,40,3,77,2022-09-06,0.86,3,16,4,
8158770,Sailing Boat & Lovely Marina,43068224,Ricardo,Lisboa,Parque das Naes,38.75728,-9.09383,Entire home/apt,75,2,105,2022-11-20,1.19,1,358,17,Exempt
8159817,Combro C: Three-Bedroom Apartment,41445904,Patio 25,Lisboa,Misericrdia,38.71024,-9.14757,Entire home/apt,155,1,37,2022-11-15,0.43,4,250,1,259/POL/2013
7913404,DOWNTOWN SEAVIEW APARTMENT,31388176,Miguel,Lisboa,Santa Maria Maior,38.7089,-9.13294,Entire home/apt,586,2,119,2022-11-23,1.35,3,291,21,27625/AL
7917500,Lisbonera Guesthouse - Bica Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73208,-9.15217,Private room,45,1,200,2022-12-09,2.26,7,284,38,19251/AL
7919217,MEZZ APARTMENT - BY MAYORAL,3716977,Alexandre,Lisboa,So Vicente,38.71742,-9.12498,Entire home/apt,49,2,407,2022-11-29,4.58,11,354,44,22333/AL
7709948,Casa das Hortênsias - Ecogreen Guesthouse - Room 4,28555906,Isabel & Alberto,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81643,-9.40523,Private room,57,1,66,2022-07-17,0.74,7,205,14,18516/AL
7715099,Apartamento O SOL,40526871,Antonio,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10616,-9.22669,Entire home/apt,40,2,5,2019-12-26,0.12,1,1,0,85350/AL
7929038,Lisbon-The place to be!,659768,Matt,Lisboa,Arroios,38.71631,-9.13759,Private room,50,4,97,2022-11-12,1.09,2,336,5,60792/AL
8162003,Cosy apart. Near Benfica stadium.,43082450,Isabel,Lisboa,So Domingos de Benfica,38.7531,-9.17681,Entire home/apt,61,15,62,2022-11-10,0.71,1,174,4,20932/AL
7715595,Welcome to the Bleu Lisbon Flat,39465095,Chez Tuga Unipessoal,Lisboa,So Vicente,38.71803,-9.12218,Entire home/apt,66,3,82,2022-11-16,0.93,9,147,28,41576/AL
7720889,Casa das Hortênsias - Ecogreen Guesthouse - Room 3,28555906,Isabel & Alberto,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8161,-9.40407,Private room,77,1,32,2022-12-11,0.36,7,233,9,18516/AL
8164001,Amazing Graça Apartment with AC,42377378,Maria & Luigi,Lisboa,So Vicente,38.7149,-9.12869,Entire home/apt,60,3,239,2022-11-23,2.70,1,348,20,19214/AL
7929821,Lisbonera Guesthouse - Chiado Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73199,-9.15032,Private room,45,1,78,2022-12-08,0.98,7,296,17,19251/AL
7721066,Colares Cottage,26233616,Tiago,Sintra,Colares,38.81289,-9.46237,Entire home/apt,120,5,26,2022-11-07,0.29,2,357,9,64810/AL
7929841,Lisbonera Guesthouse - Bairro Alto Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73244,-9.15031,Private room,46,1,44,2022-12-06,0.61,7,283,12,19251/AL
7930026,Villa Ribamar  -  Fantastic ocean views - up to 9,40931531,Dragoncircle,Lourinh,Ribamar,39.2028,-9.33544,Entire home/apt,150,4,12,2019-09-01,0.14,1,0,0,68395/AL
8164712,Quiet area close to the historical center,19950594,Matilde,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79582,-9.38085,Private room,30,3,74,2022-12-05,0.84,2,255,10,
7729793,Private Queen room,40617682,Alexander,Lisboa,Arroios,38.72919,-9.13455,Private room,52,1,21,2022-08-11,0.24,4,55,4,18785/AL
8177261,Sunny flat with private patio,15919286,Ines,Lisboa,Santa Maria Maior,38.7122,-9.13116,Entire home/apt,62,4,28,2019-09-17,0.34,2,0,0,
8179495,Exclusive 4BR home w/3 workspaces&garden in Baixa,1756107,Altido,Lisboa,Santa Maria Maior,38.7106,-9.13464,Entire home/apt,288,2,199,2022-12-03,2.25,228,254,29,2091/AL
8180702,NEW! Quiet&CharmingHouse w/ Terrace,6503273,Mónica,Lisboa,Estrela,38.70569,-9.16406,Entire home/apt,79,3,130,2022-11-16,1.50,1,231,15,87458/AL
7936332,AMAZING VIEW -DUPLEX in Bairro Alto,2489735,"Renato, Emek, Sofia & David",Lisboa,Misericrdia,38.71496,-9.14673,Entire home/apt,60,2,363,2022-12-07,4.11,3,81,24,85226/AL
8304515,great flat in center historical 2,12318654,Edna,Lisboa,Estrela,38.7108,-9.15943,Entire home/apt,73,2,174,2022-10-22,1.98,9,309,27,57878/AL
8181818,Apartamento Para Família em Cascais,43088092,Ana,Cascais,Cascais e Estoril,38.70539,-9.44338,Private room,250,1,2,2022-10-16,0.47,1,365,2,
8304850,great flat historical center duplex,12318654,Edna,Lisboa,Estrela,38.70965,-9.15946,Entire home/apt,79,2,166,2022-11-28,2.09,9,324,33,57878/AL
8182472,Luxury Villa,29428842,LuxuryVilla’s,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.71465,-9.26877,Entire home/apt,299,2,291,2022-11-20,3.30,2,256,45,39301/AL
8307910,The Back Street Nest,22809366,Tim,Lisboa,So Vicente,38.72058,-9.13107,Entire home/apt,61,3,37,2022-11-23,0.42,7,341,12,23080/AL
7937899,Alemanha266 - Moderno Apartamento Perto da Praia,41859123,Paulo,Cascais,Carcavelos e Parede,38.68273,-9.32737,Entire home/apt,80,7,67,2020-08-10,0.85,2,0,0,39259/AL
8310298,Sunny apartment near airport,33155501,Teresa,Lisboa,Lumiar,38.77853,-9.16416,Private room,40,3,9,2022-03-10,0.11,1,261,2,
7942820,Lisbonera Guesthouse - Estrela Room,41713916,Joana & Ricardo,Lisboa,Avenidas Novas,38.73037,-9.15212,Private room,30,2,135,2022-12-05,1.88,7,244,43,19251/AL
8187656,Villa with a private pool wifi rápid self check-in,43184016,Rosa,Sintra,Colares,38.7846,-9.47507,Entire home/apt,292,6,55,2022-10-23,0.63,2,223,12,11247/AL
8188977,Great Apartment in the Old Town IX,914126,Martin,Lisboa,Santa Maria Maior,38.71326,-9.13674,Entire home/apt,158,2,107,2022-11-27,1.21,16,328,38,25743/AL
8317516,SantoSweethome 1A,10487625,Jorge,Lisboa,Misericrdia,38.70903,-9.15209,Entire home/apt,64,2,220,2022-11-14,2.52,19,318,20,49041/AL
8202610,💞ESTEVAO II - Cozy for 2 in Alfama 💞,17535201,Florence,Lisboa,Santa Maria Maior,38.71211,-9.12748,Entire home/apt,59,3,4,2021-11-21,0.05,3,344,0,18697/AL
7944264,Ferrador House,29497129,Ericeira,Mafra,Carvoeira,38.94987,-9.4138,Entire home/apt,112,3,6,2022-10-26,1.51,3,364,6,
8319430,FLH Charming Graça Duplex,3953109,Feels Like Home,Lisboa,So Vicente,38.72047,-9.12392,Entire home/apt,59,1,31,2022-09-29,0.42,313,329,11,27453/AL
8321651,Look in Lisbon @ St. George Castle,1245433,Paulo Sérgio,Lisboa,Santa Maria Maior,38.71366,-9.13297,Entire home/apt,92,3,170,2022-11-19,1.93,2,32,13,47969
7945913,Alfama Tejo Luminoso,41899273,Francisco,Lisboa,Santa Maria Maior,38.7121,-9.12729,Entire home/apt,85,4,7,2017-10-13,0.08,1,2,0,55848/AL
8325918,VESPA APARTMENT - BY MAYORAL,3716977,Alexandre,Lisboa,Santa Maria Maior,38.70977,-9.12937,Entire home/apt,57,2,385,2022-12-01,4.36,11,360,47,22331/AL
7947446,T1 in the center of Lisbon-Chiado,23184589,Tiago,Lisboa,Santa Maria Maior,38.71212,-9.13972,Entire home/apt,98,3,91,2022-12-05,1.03,7,87,32,18958/AL
7949815,LF Lisbon Double Room C3,41920651,Ledi,Lisboa,Arroios,38.73535,-9.13482,Private room,58,1,55,2022-07-22,0.71,4,178,15,58547/AL
7980241,FLH Saldanha luxurious flat for two,3953109,Feels Like Home,Lisboa,Arroios,38.73473,-9.14373,Entire home/apt,78,1,10,2019-11-11,0.12,313,0,0,
8341031,Sintra Town Apartment,43966085,Pedro,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80215,-9.38088,Entire home/apt,65,2,199,2022-11-30,2.67,1,1,45,
8203151,💞ESTEVAO I - Alfama for 4 💞,17535201,Florence,Lisboa,Santa Maria Maior,38.71199,-9.12758,Entire home/apt,68,3,9,2022-10-15,0.11,3,356,4,18687/AL
8354479,Vista Rio,18059006,Afonso,Lisboa,Penha de Frana,38.72737,-9.12625,Entire home/apt,55,5,43,2022-11-11,0.50,2,69,10,55856/AL
7980815,Rato Sky - NEW!,2637774,Francisco,Lisboa,Santo Antnio,38.72148,-9.1537,Entire home/apt,61,4,170,2022-11-02,2.04,1,307,16,31858/AL
7982015,FLH Restelo Spacious Duplex with view,3953109,Feels Like Home,Lisboa,Belm,38.70686,-9.2095,Entire home/apt,101,1,8,2020-02-28,0.11,313,0,0,33065/AL
8364005,"Relax, cozy side of Alfama",44080856,Daniel,Lisboa,Santa Maria Maior,38.71201,-9.12678,Entire home/apt,44,3,300,2022-12-14,3.41,1,309,16,20329/AL
7993731,SCS Apartments - Palmeira 5 B,42195490,Sérgio,Lisboa,Misericrdia,38.71477,-9.15,Entire home/apt,88,1,432,2022-11-23,5.53,4,302,82,54905/AL
8204668,Alfama - Beco dos Ramos            (R.Remédios),43266022,José,Lisboa,Santa Maria Maior,38.71148,-9.12651,Entire home/apt,61,1,600,2022-11-27,7.03,1,244,82,19902/AL
8208047,Bairro de Belém...o tesouro de Lisboa,43281526,Luis,Lisboa,Belm,38.69648,-9.19643,Entire home/apt,72,2,10,2022-04-06,0.52,1,0,1,448185
8366237,Rustic house torres vedras,12318654,Edna,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.09331,-9.20985,Entire home/apt,53,3,8,2018-09-02,0.10,9,47,0,57874/AL
8212195,"Localtraveling Downtown: Spacious, Great Location",2396258,Paula And Eduardo,Lisboa,Santo Antnio,38.722122,-9.146069,Entire home/apt,773,1,98,2022-11-27,1.18,12,271,23,22160/AL
8216026,"Alfama cozy flat with A/C, the Fado district",13828984,Miguel,Lisboa,Santa Maria Maior,38.71184,-9.12628,Entire home/apt,44,2,229,2022-12-12,2.65,6,282,36,49621/AL
8749124,Villa Cintra - Set of two houses,45890478,Ana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79543,-9.39759,Entire home/apt,486,3,76,2022-12-09,1.00,1,292,27,49782/AL
8751411,INGLESINHOS 1,2372087,Albertino,Lisboa,Misericrdia,38.71289,-9.14536,Entire home/apt,77,3,89,2022-09-13,1.02,56,348,9,19848/AL
8376714,The Lisbon Bohemia,15491838,Margarida,Lisboa,Arroios,38.72937,-9.13518,Entire home/apt,140,3,131,2022-11-05,1.49,3,96,12,57083/AL
8755657,Room charming ambiance Lapa,43351207,José Carlos,Lisboa,Estrela,38.71099,-9.15844,Private room,22,3,169,2020-09-28,1.93,4,0,0,
