id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51876874,Graça Cozy Duplex,76223539,BnBird,Lisboa,So Vicente,38.719391,-9.12468,Entire home/apt,40,3,17,2022-11-06,1.10,105,176,14,83097/AL
51995507,Charming apartment ideally located in Lisbon,189785156,Sónia,Lisboa,Penha de Frana,38.731,-9.13157,Entire home/apt,75,2,25,2022-11-05,2.06,1,302,25,120757/AL
51877276,Loft in Carcavelos,2356031,Paulo,Cascais,So Domingos de Rana,38.69786,-9.34207,Entire home/apt,69,2,11,2022-12-02,0.73,2,362,5,46906/AL
51998626,Agradável Apartamento Com 2 Suítes Centro Lisboa,155016460,Danideal,Sintra,Queluz e Belas,38.79112,-9.2798,Entire home/apt,90,4,1,2021-12-07,0.08,4,347,0,95857/AL
51999713,Private Twin Room,374535800,Júlia,Lisboa,Arroios,38.73369,-9.14119,Private room,35,1,39,2022-11-19,2.58,16,332,33,43564/AL
52228594,"Modern sea view flat, digital nomads or holidays",422796569,César,Mafra,Ericeira,38.98542,-9.41274,Entire home/apt,60,7,7,2022-08-11,0.61,1,291,7,2273783
51878168,Premium Family Apartment w/ Lift | AC | Barbecue,420227149,Genevieve,Lisboa,Penha de Frana,38.73045,-9.12906,Entire home/apt,89,1,18,2022-10-15,1.18,1,289,12,119360/AL
52231303,"Cozy Apartment, Air Conditioning, Private Terrace",3519021,Marta E Rui,Lisboa,Alcntara,38.70145,-9.18291,Entire home/apt,64,3,34,2022-11-16,2.30,9,347,32,118490/AL
51878441,The Green Suite | Private Room and Bathroom | City Center!,15900664,LisBeyond,Lisboa,Santo Antnio,38.71925,-9.14234,Private room,49,2,14,2022-11-20,0.92,50,356,10,51643/AL
52238015,"Explorer Suite with kitchen, fireplace, pool",16696225,Aline,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79052,-9.40313,Entire home/apt,325,1,1,2021-11-21,0.08,12,353,0,118767/AL
52025156,TM Luxury Apartments Lisbon - APT 2D,401053913,Faia Imobiliária Lda,Lisboa,Santo Antnio,38.7199,-9.14174,Entire home/apt,155,2,18,2022-11-13,1.33,2,365,17,9736
51879490,Great Suite Avenida Liberdade for 3 | With A/C | City Center,15900664,LisBeyond,Lisboa,Santo Antnio,38.72067,-9.14326,Private room,57,2,20,2022-12-05,1.44,50,357,17,51643/AL
52049160,ROSE 3 - STUDIO APARTMENT,130030031,Joana & Tiago,Lisboa,Misericrdia,38.71247,-9.15272,Entire home/apt,50,3,36,2022-11-29,2.63,2,322,33,43499/AL
52249780,Casa geminada centro Histórico de Sacavém,361218016,Ramzi,Loures,Sacavm e Prior Velho,38.79171,-9.109,Entire home/apt,86,3,20,2022-09-07,1.34,2,343,17,42918/AL
52251027,"Chic studio w/city view in Santa Catarina, 10mins from São Bento Palace",1756107,Altido,Lisboa,Misericrdia,38.71104,-9.15006,Entire home/apt,57,2,10,2022-12-05,0.70,228,357,9,29110/AL
52251752,Chiado Apartment,26371519,Joana,Lisboa,Misericrdia,38.71064,-9.14354,Entire home/apt,60,30,2,2022-08-27,0.26,5,346,2,Exempt
51879965,"Curcumin Silver Apartment, Graça, Lisbon !New!",408286736,André,Lisboa,So Vicente,38.719749,-9.121286,Entire home/apt,139,3,17,2022-11-07,1.15,72,329,16,0/AL
52054388,Joli studio cosy près de la plage.,421409992,Lucilia,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69176,-9.29957,Entire home/apt,40,3,28,2022-11-21,1.88,1,254,21,156254000
52054854,Lardocelar5,238490268,Samuel,Lisboa,Arroios,38.73203,-9.13579,Private room,29,7,11,2022-11-11,0.71,16,164,6,Exempt
51880100,Private Suite | Twin Room | A/C!,15900664,LisBeyond,Lisboa,Santo Antnio,38.71976,-9.14289,Private room,50,2,7,2022-09-12,0.45,50,354,6,51643/AL
52058522,Little Lovely Room,374535800,Júlia,Lisboa,Arroios,38.735,-9.1428,Private room,31,1,29,2022-10-29,1.94,16,361,23,34525/AL
51884517,Exclusive Suite with Balcony,259961940,Julia,Lisboa,Arroios,38.73317,-9.14246,Private room,53,1,33,2022-11-29,2.33,40,364,31,42754/AL
52084720,Quarto privado 5 minuto Aeroporto - Fil,74792458,António,Lisboa,Olivais,38.77661,-9.11847,Private room,49,1,23,2022-11-19,3.65,19,327,23,24808/AL
52084951,Suite Family near Airport - Altice Arena,74792458,António,Lisboa,Olivais,38.77775,-9.11901,Entire home/apt,89,2,23,2022-10-03,1.76,19,342,20,24808/AL
52098618,"Libest Scenic 2 . TERRACE, VIEW and SPACE",56201244,Libest,Lisboa,Arroios,38.72462,-9.13928,Entire home/apt,205,2,31,2022-11-15,2.25,37,278,29,114040/AL
52252724,Telheiras Home - your quiet & safe aprtm in Lisbon,51095723,Rui,Lisboa,Lumiar,38.76265,-9.17104,Entire home/apt,52,3,26,2022-10-29,1.76,1,64,22,119819/AL
52378173,Suite C Downtown Fanqueiros Guesthouse,25064934,Fernandes,Lisboa,Santa Maria Maior,38.71206,-9.13778,Private room,52,3,33,2022-11-22,2.31,19,175,28,70458/AL
52395387,Suite D Downtown Fanqueiros Guesthouse,25064934,Fernandes,Lisboa,Santa Maria Maior,38.71267,-9.13794,Private room,51,3,33,2022-11-22,2.24,19,167,27,70458/AL
52100331,Lisboa Central Garden Apartment,17733765,Maria,Lisboa,Penha de Frana,38.73228,-9.13136,Entire home/apt,92,2,13,2022-10-16,0.84,26,325,8,58343/AL
52396834,Avenida - Lisbon Central Apartment,424113922,Encontro,Lisboa,Santo Antnio,38.72341,-9.14577,Entire home/apt,53,3,27,2022-12-01,2.14,1,353,26,81290/AL
52102566,Hyper Central 2 bedroom next to the elevator,5691663,Alexandra Pedro And Team,Lisboa,Santa Maria Maior,38.71102,-9.13978,Entire home/apt,108,3,46,2022-11-22,3.01,84,302,35,6110/AL
52103676,Cozy apartment Lisbon  at LxFactory,9071140,Nuno,Lisboa,Alcntara,38.70527,-9.17826,Entire home/apt,79,3,19,2022-10-12,1.42,3,332,17,82871/AL
52256521,Luxury APT Next to a Mall near Expo + River View,95323751,Liu,Lisboa,Olivais,38.76432,-9.11717,Entire home/apt,188,3,14,2022-11-21,1.71,1,319,14,118584/AL
52398003,PORTAS DO CÉU STUDIO 2G WITH ACCESS PATIO,410081410,Portas Do Céu,Lisboa,Santa Maria Maior,38.71329,-9.13194,Entire home/apt,84,3,23,2022-12-07,1.64,29,132,19,3208/AL
52264137,Andar privilegiado no centro histórico de Lisboa,362797803,Sarah,Lisboa,Santa Maria Maior,38.70884,-9.13747,Entire home/apt,37,3,70,2022-12-02,5.07,1,231,63,Exempt
52104679,Convent House 21 - Lisbon,421852343,Convent,Lisboa,Misericrdia,38.71406,-9.15061,Entire home/apt,99,3,50,2022-11-27,3.43,2,342,40,87014/AL
52399040,PORTAS DO CÉU 1B STUDIO,410081410,Portas Do Céu,Lisboa,Santa Maria Maior,38.71285,-9.13169,Entire home/apt,81,3,22,2022-11-06,1.50,29,112,18,3410/AL
52106474,Quarto Duplo WC Partilhado - Boho Guesthouse,17032883,Boho,Lisboa,Misericrdia,38.70854,-9.14439,Private room,60,1,46,2022-10-05,3.51,7,360,43,13298/AL
52273760,"Quarto em apartamento encantador em parede,Cascais",272782988,Juliana,Cascais,Carcavelos e Parede,38.69303,-9.34257,Private room,25,3,18,2022-11-14,1.22,1,248,14,Exempt
52399727,PORTAS DO CÉU 1C,410081410,Portas Do Céu,Lisboa,Santa Maria Maior,38.71292,-9.13008,Entire home/apt,81,3,18,2022-07-29,1.30,29,101,15,3407/AL
52275675,Best location in Ericeira Praia do Sul Apartment,157128049,Alessandra,Mafra,Ericeira,38.95998,-9.41797,Entire home/apt,243,4,9,2022-09-27,0.62,1,365,6,16836/AL
52401326,Amazing Terrace in Graça - Lisboa,3738342,Dominique,Lisboa,So Vicente,38.71926,-9.12434,Entire home/apt,320,3,10,2022-11-06,0.69,1,340,8,60359/AL
52276037,Unique Apartment in Traditional Downtown Lisbon,187432095,Micael & Patricia,Lisboa,Misericrdia,38.71472,-9.14586,Entire home/apt,113,1,28,2022-11-28,5.87,15,123,28,83750/AL
52276614,Modern Refurbished Apartment in Bairro Alto,187432095,Micael & Patricia,Lisboa,Misericrdia,38.71485,-9.14583,Entire home/apt,128,1,23,2022-11-27,4.57,15,111,23,83751/AL
52276978,Tastefully Decorated Apartment in Bairro Alto,187432095,Micael & Patricia,Lisboa,Misericrdia,38.71382,-9.14414,Entire home/apt,106,1,33,2022-11-26,6.47,15,102,33,83753/AL
52106776,Quarto Duplo WC Privativo Externo -Boho Guesthouse,17032883,Boho,Lisboa,Misericrdia,38.70689,-9.14454,Private room,70,1,8,2022-08-14,0.53,7,362,7,13298/AL
52106985,Well equipped central spacious,421877042,Cesar Augusto,Lisboa,Avenidas Novas,38.739681,-9.148206,Entire home/apt,103,3,26,2022-11-13,1.78,1,227,22,60219/AL
52107160,Quarto Triplo WC Partilhado - Boho Guesthouse,17032883,Boho,Lisboa,Misericrdia,38.70694,-9.14298,Private room,108,1,10,2022-09-17,0.71,7,324,7,13298/AL
52402403,'Sheila' CamperVan: explore road trips from Lisbon,765874,Samuel,Lisboa,Marvila,38.74339,-9.10241,Entire home/apt,85,4,8,2022-09-26,0.55,2,89,5,Exempt
52107270,Quarto Triplo WC Privativo - Boho Guesthouse,17032883,Boho,Lisboa,Misericrdia,38.70706,-9.14472,Private room,90,1,2,2022-07-07,0.14,7,324,1,13298/AL
52107399,Quarto Individual WC Partilhado - Boho Guesthouse,17032883,Boho,Lisboa,Misericrdia,38.70805,-9.14449,Private room,64,1,19,2022-11-10,1.50,7,352,18,13298/AL
52109743,Estrela Hideout by Innkeeper,203773123,Innkeeper,Lisboa,Campo de Ourique,38.71825,-9.15817,Entire home/apt,98,2,20,2022-10-29,1.31,45,336,16,118808/AL
52121116,Lisbon Airport Charming Rooms - Tejo Room,401519083,Ambiway,Lisboa,Olivais,38.7615,-9.11802,Private room,33,2,5,2022-08-02,0.33,7,232,2,102407/AL
52277416,Modern Apartment with Plenty of Natural Light,187432095,Micael & Patricia,Lisboa,Misericrdia,38.71513,-9.14464,Entire home/apt,89,1,26,2022-11-28,5.31,15,130,26,83757/AL
52277785,NEW!! Amazing Studio with Bathtub in Baixa,415596856,Lisbon Studios,Lisboa,Santa Maria Maior,38.71249,-9.13725,Entire home/apt,118,1,140,2022-12-05,9.29,5,317,111,37452/AL
52281210,Pantheon Studio Orange2,414895001,Cesar&Joana,Lisboa,So Vicente,38.71505,-9.12522,Entire home/apt,45,10,1,2022-12-10,1,6,204,1,5437/Al
52407039,Cozy Orange Telheiras Apartment,105229019,Carlos André,Lisboa,Carnide,38.76486,-9.17959,Entire home/apt,177,2,6,2022-10-31,0.42,13,346,3,46215/AL
52434237,Charming house with terrace in Lisbon.WIFI.,424404496,Sofia,Lisboa,Belm,38.70458,-9.20268,Entire home/apt,80,1,28,2022-11-28,2.04,1,314,24,119874/AL
52121216,Lisbon Airport Charming Rooms - Calçada Room,401519083,Ambiway,Lisboa,Olivais,38.76214,-9.11738,Private room,31,2,17,2022-08-31,1.13,7,234,11,102407/AL
52121374,Lisbon Airport Charming Rooms - Elétrico Room,401519083,Ambiway,Lisboa,Olivais,38.76174,-9.11926,Private room,31,2,12,2022-11-02,0.79,7,244,7,102407/AL
52437632,"Savory Orange Apartment, Sete Rios, Lisbon !New!",408286736,André,Lisboa,Campolide,38.738262,-9.164124,Entire home/apt,127,3,3,2022-10-31,0.39,72,318,3,108411/AL
52448356,Big Apartment for the group in the center,374535800,Júlia,Lisboa,Arroios,38.73346,-9.14265,Entire home/apt,461,1,2,2022-10-21,0.25,16,359,2,36576/AL
52449259,"Shambala Suite, Ocean View, Pool, Breakfast Basket",16696225,Aline,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79257,-9.40494,Entire home/apt,301,1,10,2022-11-17,0.71,12,351,8,118767/AL
52121453,Lisbon Airport Charming Rooms - Fado Room,401519083,Ambiway,Lisboa,Olivais,38.76191,-9.11755,Private room,35,2,28,2022-11-19,1.86,7,244,20,102407/AL
52122880,ALTIDO Guesthouse Santa Catarina - Suite 4,1756107,Altido,Lisboa,Misericrdia,38.70864,-9.14895,Private room,104,3,3,2021-10-03,0.20,228,0,0,56513/AL
52122895,ALTIDO Guesthouse Santa Catarina - Suite 5,1756107,Altido,Lisboa,Misericrdia,38.70883,-9.14908,Private room,104,2,2,2021-10-10,0.14,228,0,0,56513/AL
52123010,ALTIDO Guesthouse Santa Catarina - Suite 3,1756107,Altido,Lisboa,Misericrdia,38.70916,-9.14952,Private room,104,3,1,2021-10-10,0.07,228,0,0,56513/AL
52123145,ALTIDO Guesthouse Santa Catarina - Suite 2,1756107,Altido,Lisboa,Misericrdia,38.70868,-9.14821,Private room,104,3,4,2022-02-16,0.26,228,0,2,56513/AL
52286816,apartamento a 5 minutos a pé da praia da Parede,323640934,José,Cascais,Carcavelos e Parede,38.69135,-9.34604,Entire home/apt,95,3,22,2022-11-25,2.70,1,335,22,123419/AL
52449939,NEW! Lisbon Comfy Apartment IV,193483253,Duarte,Lisboa,Arroios,38.7247,-9.1359,Entire home/apt,224,3,43,2022-11-01,2.98,5,312,34,118441/AL
52451885,Tejo view balcony studio 2,414895001,Cesar&Joana,Lisboa,So Vicente,38.71585,-9.12358,Entire home/apt,46,90,0,,,6,304,0,54734/AL
52293278,LX Urban Living,76223539,BnBird,Lisboa,Alcntara,38.703518,-9.178615,Entire home/apt,78,3,19,2022-11-30,1.99,105,336,19,113207/AL
52123281,ALTIDO Guesthouse Santa Catarina - Suite 1,1756107,Altido,Lisboa,Misericrdia,38.70883,-9.14916,Private room,104,3,1,2022-02-06,0.10,228,0,1,56513/AL
52123588,Fabulous 6-BR House in Santa Catarina,1756107,Altido,Lisboa,Misericrdia,38.70877,-9.14774,Entire home/apt,331,3,26,2022-12-05,1.71,228,287,23,56513/AL
52452594,Charming Alfama T1,414895001,Cesar&Joana,Lisboa,So Vicente,38.71423,-9.12329,Entire home/apt,46,90,0,,,6,191,0,54374/AL
52123901,ALTIDO Guesthouse Santa Catarina - 1-BR Apartment,1756107,Altido,Lisboa,Misericrdia,38.70854,-9.14936,Entire home/apt,160,3,6,2022-02-08,0.39,228,0,2,56513/AL
52453039,Tejo view T1,414895001,Cesar&Joana,Lisboa,So Vicente,38.71584,-9.12376,Entire home/apt,40,90,0,,,6,225,0,82021/AL
52462787,"Beautiful 2Bed, 2Bath unit w Balcony & River View",5915695,Solonia,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.69937,-9.22913,Entire home/apt,70,5,1,2021-10-22,0.07,1,0,0,Exempt
52124662,Sophisticated studio near Convento do Carmo,1756107,Altido,Lisboa,Misericrdia,38.70843,-9.14692,Entire home/apt,78,3,20,2022-11-16,1.40,228,365,17,56513/AL
52294378,My Graça Flat in Lisbon,76223539,BnBird,Lisboa,So Vicente,38.719883,-9.129829,Entire home/apt,57,3,8,2022-06-14,0.74,105,33,8,68033/AL
52294507,Quarto Familiar,412430872,Orlando,Torres Vedras,A dos Cunhados e Maceira,39.17118,-9.31835,Private room,60,2,0,,,3,360,0,11364/AL
52472675,#2 Bright bedroom in Avenida da Liberdade,408353225,Alvaro,Lisboa,Santo Antnio,38.7207,-9.14486,Private room,30,15,3,2022-08-31,0.63,8,0,3,Exempt
52295153,Quarto Casal,412430872,Orlando,Torres Vedras,A dos Cunhados e Maceira,39.16914,-9.31753,Private room,50,2,0,,,3,358,0,11364/AL
52473094,#1 Bright bedroom in Martim Moniz,408353225,Alvaro,Lisboa,Santa Maria Maior,38.71645,-9.13263,Private room,30,15,3,2022-09-01,0.65,8,0,3,Exempt
52295986,Perfect Stay 11,84627990,Sarah & Pedro,Lisboa,Avenidas Novas,38.73015,-9.15017,Entire home/apt,78,1,55,2022-12-15,3.68,40,145,44,117632/AL
52473511,#2 Sunny bedroom w/balcony in Martim Moniz,408353225,Alvaro,Lisboa,So Vicente,38.71827,-9.13256,Private room,30,15,2,2022-08-10,0.41,8,0,2,Exempt
52473714,#3 Cozy bedroom w/balcony in Martim Moniz,408353225,Alvaro,Lisboa,So Vicente,38.71861,-9.13225,Private room,30,15,1,2022-08-31,0.28,8,0,1,Exempt
52473832,#6 Cozy bedroom in Martim Moniz,408353225,Alvaro,Lisboa,Santa Maria Maior,38.71682,-9.13257,Private room,30,14,2,2022-08-14,0.39,8,0,2,Exempt
52124965,The smallest house in Lisbon by Innkeeper,203773123,Innkeeper,Lisboa,Arroios,38.72605,-9.13773,Entire home/apt,59,2,41,2022-11-19,2.72,45,330,32,118837/AL
52474619,Double room D’avilaHouse,12514645,Nuno,Lisboa,Arroios,38.7351345,-9.1398055,Private room,34,1,3,2022-09-26,0.61,6,333,3,124347/AL
52126368,Secret 2 bedrs spot in the heart of the antiques!,17457001,Joana,Lisboa,Santo Antnio,38.71682,-9.15447,Entire home/apt,194,2,36,2022-11-07,2.38,40,336,28,105391/AL
52312798,Suites Terrace in Principe Real - Suite 2,1756107,Altido,Lisboa,Misericrdia,38.71531,-9.1494,Private room,55,3,5,2022-06-29,0.40,228,298,4,86274/AL
52478804,My Get Away in Charming Alfama,225714973,Adel,Lisboa,So Vicente,38.717415,-9.120355,Entire home/apt,71,1,40,2022-11-29,2.77,8,294,33,113170/AL
52481013,"Casa Lua, Charming Country Home, Pool, Fireplace",16696225,Aline,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79165,-9.41088,Entire home/apt,596,1,2,2022-11-04,0.22,12,136,2,118741/AL
52132370,GLAMOROUS AND CENTRAL ALFAMA RIVERVIEW,422068642,Santa Clara,Lisboa,Santa Maria Maior,38.70954,-9.12738,Entire home/apt,172,2,3,2022-09-08,0.68,1,57,3,44998/AL
52485785,Mouraria House - Lisbon,424832491,Daniel,Lisboa,Santa Maria Maior,38.71475,-9.13484,Entire home/apt,61,3,23,2022-11-27,1.64,1,357,19,35607/AL
52135934,"Big Sunny Suite, comfortable and central",188363666,Pedro,Lisboa,Arroios,38.72432,-9.13439,Entire home/apt,49,2,131,2022-11-29,8.77,4,350,126,20117/AL
52140894,GuestReady - Garden - 3 Bedroom Apartment in Salda,379442656,Pedro & Diana,Lisboa,Arroios,38.73089,-9.14322,Entire home/apt,133,2,44,2022-12-11,2.89,4,291,32,110918/AL
52314047,Suites Terrace in Principe Real - Suite 3,1756107,Altido,Lisboa,Misericrdia,38.71388,-9.15132,Private room,55,3,5,2022-09-09,0.52,228,298,5,86274/AL
52314562,Suites Terrace in Principe Real - Suite 4,1756107,Altido,Lisboa,Misericrdia,38.71426,-9.15105,Private room,59,3,9,2022-10-20,0.84,228,291,9,86274/AL
52485817,Lisbon Oriente River View w/ Balcony&Garage,72635051,Maria,Lisboa,Parque das Naes,38.76522,-9.09707,Entire home/apt,245,4,13,2022-10-25,0.90,9,308,11,118851/AL
52315043,Suites Terrace in Principe Real - Suite 5,1756107,Altido,Lisboa,Misericrdia,38.71537,-9.14924,Private room,55,3,2,2022-03-25,0.20,228,298,2,86274/AL
52487598,Chiado Downtown Apartment,112393831,Ana,Lisboa,Santa Maria Maior,38.71254,-9.14286,Entire home/apt,49,5,27,2022-11-26,1.90,4,107,20,90572/AL
52315734,"Apartamento deluxe 1 quarto, Castelo S. Jorge",420369569,Casa Saint Jorge,Lisboa,Santa Maria Maior,38.71166,-9.13175,Entire home/apt,211,2,1,2022-07-07,0.18,4,342,1,37969/AL
52487796,Lisbon Estefânia w/ Garage,72635051,Maria,Lisboa,Arroios,38.72485,-9.13692,Entire home/apt,133,3,18,2022-11-17,1.26,9,361,15,91816/AL
52316555,Downtown 75 Prestige in Baixa,76223539,BnBird,Lisboa,Santa Maria Maior,38.709911,-9.135164,Entire home/apt,115,3,19,2022-11-09,2.54,105,333,19,82706/AL
52316557,Deluxe 1 quarto com vista de rio,420369569,Casa Saint Jorge,Lisboa,Santa Maria Maior,38.71175,-9.13287,Entire home/apt,234,2,23,2022-11-07,1.62,4,363,21,23902/AL
52316889,Apartamento deluxe 1 quarto c/ terraço e vista rio,420369569,Casa Saint Jorge,Lisboa,Santa Maria Maior,38.71351,-9.13344,Entire home/apt,263,2,0,,,4,354,0,37969/AL
52146741,Villa Julieta - Páteo Sagaipo - Pure Relax,331391493,Alojoeste,Lourinh,Lourinh e Atalaia,39.248024,-9.281666,Entire home/apt,89,3,2,2022-09-27,0.25,27,328,2,120055/AL
52158433,Petit Refuge Lisbonne,3753184,Isabel,Lisboa,Estrela,38.71446,-9.15568,Entire home/apt,71,3,83,2022-11-21,5.47,14,355,65,99533/AL
52495309,House next to lisbon and airport,424903835,Henrique,Odivelas,Pvoa de Santo Adrio e Olival de Basto,38.79953,-9.15879,Entire home/apt,37,7,10,2022-10-25,0.71,1,298,8,85323/AL
52571445,Franks House & Happy-Downtown 2- Santos,410619108,Frank,Lisboa,Misericrdia,38.70811,-9.14504,Private room,42,1,43,2022-11-30,2.97,15,62,38,36538
52571461,Franks House & Happy-Downtown 1- Bica,410619108,Frank,Lisboa,Misericrdia,38.70945,-9.14649,Private room,35,1,38,2022-10-28,3.13,15,63,38,46845
52571472,Franks House & Happy-Downtown 2- Interior Room,410619108,Frank,Lisboa,Misericrdia,38.70765,-9.14671,Private room,30,1,44,2022-11-02,3.10,15,68,36,36538
52317509,347 Acácias Flat,76223539,BnBird,Cascais,Cascais e Estoril,38.697872,-9.443094,Entire home/apt,69,3,9,2022-11-29,0.63,105,284,7,89552/AL
52495572,Beautiful apartment in the heart of Lisbon,233666308,Antonio,Lisboa,Misericrdia,38.710438,-9.148367,Entire home/apt,65,3,4,2022-01-02,0.32,2,0,3,Exempt
52503469,Casa da Graça Lisbon Hideout I,76223539,BnBird,Lisboa,So Vicente,38.718601,-9.12879,Entire home/apt,40,3,19,2022-11-28,1.62,105,356,19,82450/AL
52504183,"Mastic Green Apartment, Marques de Pombal !New!",408286736,André,Lisboa,Santo Antnio,38.724709,-9.156707,Entire home/apt,203,3,15,2022-11-05,1.65,72,352,15,82870/AL
52578083,Alcântara Room - LGBTQ+ and Pet Friendly,160418663,Rita,Lisboa,Alcntara,38.70346,-9.18443,Private room,30,2,23,2022-11-30,3.27,1,364,23,Exempt
52504676,NAVEGANTES APARTMENT WITH TERRACE - XIX Century,180546701,Luis,Lisboa,Estrela,38.71022,-9.15848,Entire home/apt,50,3,0,,,4,92,0,107184/AL
52582412,"Chiado Spacious Apartment, near river (Safe&Clean)",51739126,David,Lisboa,Misericrdia,38.70841,-9.14493,Entire home/apt,109,2,19,2022-11-04,1.40,3,77,17,91815/AL
52330815,Lisbon Heart Apartments - Blue Apartment by LovelyStay,423536660,Zebra Charmosa,Lisboa,Santa Maria Maior,38.71306,-9.13782,Entire home/apt,110,2,58,2022-11-27,3.92,13,208,48,13642/AL
52331030,Lisbon Heart Apartments - Yellow Apartment by LovelyStay,423536660,Zebra Charmosa,Lisboa,Santa Maria Maior,38.71491,-9.1374,Entire home/apt,79,2,49,2022-11-21,3.35,13,246,41,13642/AL
52331144,Lisbon Heart Apartments - White Apartment by LovelyStay,423536660,Zebra Charmosa,Lisboa,Santa Maria Maior,38.71454,-9.13784,Entire home/apt,84,2,29,2022-11-22,1.96,13,252,20,65167/AL
52331227,Lisbon Heart Apartments - Green Apartment by LovelyStay,423536660,Zebra Charmosa,Lisboa,Santa Maria Maior,38.71276,-9.13661,Entire home/apt,63,2,32,2022-11-07,2.19,13,264,31,65167/AL
52505104,"Chili Apartment, Arroios, Lisbon",408286736,André,Lisboa,Arroios,38.73278,-9.13485,Entire home/apt,148,3,18,2022-11-26,1.89,72,356,18,0/AL
52506722,"Mint Apartment, Anjos, Lisbon",408286736,André,Lisboa,Arroios,38.727722,-9.136985,Entire home/apt,126,3,8,2022-08-06,0.68,72,171,8,116991/AL
52339446,Exclusive Room with Balcony,374535800,Júlia,Lisboa,Arroios,38.73317,-9.14168,Private room,39,1,15,2022-10-24,1.18,16,342,14,34672/AL
52596929,Vila Rosário 2 | Hidden Gem w/ patio by HOMEFUL,268651206,Homeful,Lisboa,Penha de Frana,38.72481,-9.13047,Entire home/apt,76,4,13,2022-09-22,0.96,9,244,11,116560/AL
52507367,Casa da Graça Lisbon Hideout II,76223539,BnBird,Lisboa,So Vicente,38.718285,-9.128779,Entire home/apt,46,3,36,2022-11-08,2.64,105,326,30,84588/AL
52507620,Arco Augusta A Amazing 2BED NEW APT@Praça Comercio,291307616,Lourenco,Lisboa,Santa Maria Maior,38.70973,-9.13837,Entire home/apt,202,3,11,2022-12-12,0.75,4,309,8,104895/AL
52508569,Casa da Graça Lisbon Hideout III,76223539,BnBird,Lisboa,So Vicente,38.718273,-9.128776,Entire home/apt,46,3,24,2022-11-30,1.75,105,341,23,82451/AL
52604725,"Guest Inn Alfama III, Premium Apartments",76223539,BnBird,Lisboa,Santa Maria Maior,38.711617,-9.128668,Entire home/apt,46,3,27,2022-11-25,1.92,105,346,26,68369/AL
52348840,Luxury & Sunny Apt in Arroios [AC and Fast Wi-Fi],130750187,Daniel,Lisboa,Penha de Frana,38.73147,-9.12972,Entire home/apt,130,2,20,2022-09-09,1.34,1,210,12,82530/AL
52508667,"Saffron Apartment, Anjos, Lisbon !New!",408286736,André,Lisboa,Penha de Frana,38.728313,-9.131941,Entire home/apt,135,3,12,2022-09-20,0.90,72,336,9,122054/AL
52508734,Arco Augusta B Amazing 2BED NEW APT@Praça Comercio,291307616,Lourenco,Lisboa,Santa Maria Maior,38.70943,-9.1383,Entire home/apt,202,3,9,2022-12-11,0.64,4,353,6,104897/AL
52508910,Arco Augusta C Amazing 1BED NEW APT@Praça Comercio,291307616,Lourenco,Lisboa,Santa Maria Maior,38.7093,-9.13649,Entire home/apt,154,3,2,2022-11-05,1.13,4,360,2,104901/AL
52508970,Cozy garden,108890513,Home Sweet Apartments,Lisboa,Estrela,38.71279,-9.15668,Entire home/apt,112,3,28,2022-11-14,2.30,9,362,28,104569/AL
52605356,PRIVATE ROOM WITH TERRACE - XIX century building,180546701,Luis,Lisboa,Estrela,38.71106,-9.15903,Private room,40,2,44,2022-11-25,3.45,4,98,42,107184/AL
52509823,"Lemongrass Duplex Apartment, Príncipe Real !New!",408286736,André,Lisboa,Campo de Ourique,38.717072,-9.156022,Entire home/apt,188,3,17,2022-10-11,2.27,72,357,17,106418/AL
52605866,"Guest Inn Alfama IV, Premium Apartments",76223539,BnBird,Lisboa,Santa Maria Maior,38.71162,-9.12867,Entire home/apt,51,3,20,2022-11-28,1.96,105,347,20,68676/AL
52510155,"Sorrel Apartment, Entrecampos, Lisbon",408286736,André,Lisboa,Avenidas Novas,38.746456,-9.153364,Entire home/apt,118,3,3,2022-09-13,0.33,72,246,3,119961/AL
52606817,Graça Amazing River Views,76223539,BnBird,Lisboa,So Vicente,38.716846,-9.126202,Entire home/apt,46,3,22,2022-12-02,1.53,105,336,21,64890/AL
52611002,Costa do Castelo Sky Views,76223539,BnBird,Lisboa,Santa Maria Maior,38.714745,-9.13323,Entire home/apt,82,28,3,2022-11-14,0.64,105,331,3,Exempt
52350064,Calçada do Garcia Downtown,364459,Luisa,Lisboa,Santa Maria Maior,38.71577,-9.13731,Entire home/apt,73,3,32,2022-11-29,4.49,1,132,32,19666/AL
52357014,Suites Terrace in Principe Real - Suite 1,1756107,Altido,Lisboa,Misericrdia,38.7137,-9.14974,Private room,55,3,3,2022-11-02,0.24,228,298,2,86274/AL
52514597,ROSA HOME LISBOA,211306953,An,Lisboa,Santa Maria Maior,38.71489,-9.13615,Entire home/apt,99,2,53,2022-11-03,3.85,12,360,47,81302/AL
